Drug,BLCA,BRCA,CESC,COADREAD,ESCA,GBM,HNSC,KIRC,LGG,LIHC,LUAD,LUSC,PRAD,SKCM,STAD,UCEC,UCS
"(2R,3R)-7-(METHYLSULFONYL)-3-(2,4,5-TRIFLUOROPHENYL)-1,2,3,4-TETRAHYDROPYRIDO[1,2-A]BENZIMIDAZOL-2-AMINE",3.53891905649545e-05,3.510570245736563e-05,3.2898549313982046e-05,3.4081578747998996e-05,2.9438569958867004e-05,4.565088755973821e-05,3.2416796287372604e-05,3.758718639625928e-05,3.363245197546378e-05,2.9790528901747625e-05,2.9574454892157703e-05,3.379965354478009e-05,3.583751149316001e-05,3.369917015903014e-05,3.845433018430683e-05,3.283713927618831e-05,3.6037788002043e-05
"4-(2,4-DIMETHYL-1,3-THIAZOL-5-YL)-N-[4-(TRIFLUOROMETHYL)PHENYL]PYRIMIDIN-2-AMINE",4.84322925504204e-05,4.379396137411264e-05,3.574358657665894e-05,4.051763200172885e-05,6.01924905595512e-05,3.750597144992858e-05,4.239037961287362e-05,3.464864486184265e-05,3.518620913170146e-05,4.068895068823404e-05,4.2629654272692314e-05,4.1523696661658844e-05,3.874527671955506e-05,4.722428343820599e-05,5.042519750748585e-05,4.324953648822093e-05,4.103527434006676e-05
L-745870,5.035102569389175e-05,4.223025675282488e-05,4.28008111137941e-05,4.193163598149029e-05,4.28732835344211e-05,4.181919217857053e-05,4.894069493194549e-05,5.294097903296059e-05,4.182615075498978e-05,4.2710661659774045e-05,4.2140242447162105e-05,5.14945021663079e-05,5.597283969938285e-05,5.163211793989439e-05,4.2006520980888974e-05,4.4214568463525385e-05,4.2121322903487456e-05
DENAGLIPTIN,3.53891905649545e-05,3.510570245736563e-05,3.2898549313982046e-05,3.4081578747998996e-05,2.9438569958867004e-05,4.565088755973821e-05,3.2416796287372604e-05,3.758718639625928e-05,3.363245197546378e-05,2.9790528901747625e-05,2.9574454892157703e-05,3.379965354478009e-05,3.583751149316001e-05,3.369917015903014e-05,3.845433018430683e-05,3.283713927618831e-05,3.6037788002043e-05
AROFYLLINE,3.879564100014282e-05,3.8612675693890666e-05,3.8864540370645094e-05,4.009324934787986e-05,4.0086635588303344e-05,3.8936695835275455e-05,3.8703308624893855e-05,3.891700804934404e-05,4.1417570887920846e-05,4.1375568379247025e-05,3.929195748145271e-05,3.9128214590944856e-05,3.891511983258511e-05,4.989113935147835e-05,3.9570541995229997e-05,4.364358680311818e-05,3.92995832487491e-05
5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,5.453262682832666e-05,4.211864125920587e-05,3.615921414088571e-05,3.698354118439818e-05,7.762058490648213e-05,3.187479011259146e-05,4.8547776372969285e-05,3.3097438368936154e-05,3.5574238555437315e-05,4.4106191073815726e-05,4.90246220824256e-05,4.718769644384392e-05,4.231650982068145e-05,5.701433260084463e-05,5.758569300079755e-05,4.958480286944384e-05,3.3051177192514106e-05
CHEMBL1092830,8.493241219366142e-05,0.00011618740436878846,7.712168156126364e-05,7.78812788266951e-05,7.381940819656309e-05,7.813905863170376e-05,7.601647796572335e-05,7.840901879072904e-05,8.045963391013097e-05,8.305219452621628e-05,8.214981980119872e-05,7.83515259194443e-05,8.171632537778665e-05,8.23994105451351e-05,8.913214036473246e-05,8.687734971401922e-05,7.58884168352241e-05
K-8794,4.023469178112619e-05,4.9479746668383506e-05,3.723419558612827e-05,3.779343885133047e-05,3.809566487939472e-05,3.728238356686078e-05,3.734588771736582e-05,3.6819297530010796e-05,3.773560162178471e-05,4.0981458975516636e-05,3.7177968524068346e-05,3.766095660719534e-05,4.583151101335062e-05,4.557636811233526e-05,4.704036884230381e-05,3.745137773404309e-05,3.737545278366441e-05
NICOTINE,0.0006826759673730533,5.3269563776419884e-05,5.288380178910252e-05,5.57782292962576e-05,5.282475108447585e-05,6.0889110468005016e-05,5.5068672090604865e-05,0.002642504297104165,5.5275011763528216e-05,0.0009661334971999786,6.271338784574292e-05,5.4208905484883586e-05,5.612370563405253e-05,0.0012696583512816775,5.4284182065192015e-05,5.443251442320489e-05,5.862931818592023e-05
UNII-9BU4T267E4,3.1964297326969924e-05,2.8285313079214674e-05,2.813704317982158e-05,4.021977365930693e-05,2.859879749898269e-05,2.8609346633460345e-05,2.8287535634689887e-05,4.2212221017927343e-05,3.2698672529421595e-05,3.827784638127851e-05,2.8046327174115662e-05,2.816146707538263e-05,2.8546226722421752e-05,2.8486969245772138e-05,2.855083056659786e-05,3.5296098937940545e-05,2.8596851644090785e-05
DICUMAROL,0.0020236633225353042,6.42176979588656e-05,0.002379679036654567,7.560411659246422e-05,0.0047336101596866095,8.075390212021477e-05,0.0018873287244674693,9.222056761480087e-05,6.886851361857964e-05,0.0028620153794619322,9.074768179935674e-05,0.002817738490356693,7.644608532298565e-05,8.909975645474774e-05,7.111096563560461e-05,0.001157892218042343,7.73561599342694e-05
CLOFAZIMINE,4.620909912108335e-05,4.714597877323532e-05,4.9848193402687204e-05,4.76832402334813e-05,4.929475976600027e-05,4.831116683237734e-05,4.821689000571742e-05,4.739991556158485e-05,4.907059472148764e-05,4.872845498077526e-05,4.424923545229875e-05,4.527162698783193e-05,4.069169231264036e-05,4.627348173957329e-05,4.7177837578683926e-05,4.836852003571533e-05,3.94897876142964e-05
4-(1-METHYL-1H-PYRAZOL-5-YL)BENZALDEHYDE,4.307541712275622e-05,4.313067351643723e-05,4.285398517715243e-05,4.002854373616942e-05,4.2593317533479955e-05,6.117355248456216e-05,4.449637966779532e-05,4.0796686680485775e-05,4.380233911195822e-05,4.440525870463444e-05,4.8267693427825065e-05,4.619683634135236e-05,4.285621401592259e-05,0.0032820850846660764,3.742394923365392e-05,4.484147831112184e-05,4.0455991863660925e-05
BAY869766,5.3576099404912954e-05,0.0019829810308776004,6.46524018768545e-05,7.641648750176055e-05,4.957231534808828e-05,6.382784413971144e-05,5.041617770131447e-05,5.128377394832626e-05,5.173191941531499e-05,5.030388572920606e-05,6.450380986745904e-05,5.0319114216472906e-05,6.879223894414504e-05,0.0024959643067872113,4.9548101949119374e-05,5.13305096853346e-05,7.005576598587169e-05
UNII-P6CWN9ULN1,4.303253386152497e-05,4.36292902069091e-05,4.3570691693551866e-05,3.4609527486919534e-05,3.459863385293893e-05,3.405078592604209e-05,5.708990891339711e-05,3.642680684453626e-05,3.8511305054406456e-05,3.438195846616357e-05,4.717093155685847e-05,4.354245929844791e-05,4.604317361932007e-05,4.137737048809521e-05,3.470043430585032e-05,3.779715061383288e-05,3.578942816550409e-05
AMONAFIDE,4.078564401406018e-05,4.327571154336609e-05,4.172173429948835e-05,4.478023902107038e-05,4.233915465587929e-05,5.7087254049279515e-05,4.026985806518532e-05,5.512665103519076e-05,4.73875185405721e-05,5.092149649017093e-05,5.837174465988108e-05,4.328514880262882e-05,5.740510703749558e-05,4.8946915025206784e-05,4.3090598909850806e-05,3.940189934652205e-05,3.9262874619409724e-05
AC-RYYRWK-NH2,4.72251660807131e-05,4.360046448233857e-05,4.755033772512853e-05,4.1073570411867294e-05,5.459927629058445e-05,4.0518406820318204e-05,5.780195779409372e-05,5.033294404872865e-05,3.950092283513296e-05,4.403238835646912e-05,3.977219198860551e-05,4.857877639868979e-05,5.355701917959396e-05,4.92788512813801e-05,4.6696745291693217e-05,4.6954719769987764e-05,3.9067790362688786e-05
OLANZAPINE,4.597559796288287e-05,4.603186946284987e-05,4.688126731799393e-05,4.686997234280431e-05,4.9045420671757894e-05,4.8117476096290776e-05,4.6093522588778655e-05,4.549222213749452e-05,4.6331142882148855e-05,4.660451873024069e-05,4.642396119167146e-05,4.6417303383245703e-05,4.69015963020253e-05,4.6844294357767105e-05,4.808409486653567e-05,4.5950208789853705e-05,4.5805889762672265e-05
SR 12813,3.1163378815516546e-05,3.1017780538945236e-05,3.0912164692535994e-05,3.160064004120184e-05,3.1353611005461154e-05,3.1152586273463956e-05,3.095895494969062e-05,3.0712199811997656e-05,3.151682416371749e-05,3.131774016285721e-05,3.1056607971307496e-05,3.061530501879898e-05,3.1630376553532937e-05,3.1237562125592526e-05,3.6081674829838395e-05,3.6474395484297787e-05,3.081277607694249e-05
154447-36-6,0.0017490752704352078,0.002630383706490217,0.002931855053476238,0.0044046522986344264,0.00335531567417135,0.0044731299631622775,0.0018932617996822996,0.006870291486268133,0.0025941270597141363,0.0020096187288473734,0.003998577585670032,0.002828407222112449,0.005054660901326723,0.003323692905729285,0.0033026480358229406,0.0014334466259777437,0.005407020188347745
MRS-1093,4.669733673911686e-05,4.896410052004427e-05,4.881582440077862e-05,4.0813368799305186e-05,4.208854492497868e-05,6.899773199970462e-05,4.0814393411305065e-05,4.435281950551237e-05,4.05244203373275e-05,5.756977800711637e-05,5.298114007634408e-05,4.4295128365405106e-05,5.5083139260291505e-05,4.150156100660815e-05,4.0802449428332e-05,4.070912503245963e-05,4.953601793334434e-05
AR-A014418,6.969620395985957e-05,5.270633407734842e-05,6.715340621069731e-05,5.492652585260974e-05,6.143038921946627e-05,5.542739832821504e-05,6.0760307143812135e-05,0.0001033813664506322,4.874850621880229e-05,5.687294063572941e-05,6.407825662600082e-05,6.128943520200928e-05,6.172841629930632e-05,5.3483804973021335e-05,4.929747645323521e-05,4.408944770462073e-05,6.474328248112517e-05
N-ACETYLHISTAMINE,4.727428091245321e-05,3.9126854908355247e-05,4.2430095374009714e-05,5.793484182891032e-05,3.754355830335713e-05,3.718713987511934e-05,4.127118524000792e-05,3.690273743826189e-05,4.467951417028431e-05,5.281309597686047e-05,5.161090325767414e-05,3.691869660035812e-05,3.7299332508296e-05,4.573615473909681e-05,3.784071393522677e-05,4.67936235389321e-05,3.655583664421841e-05
PFHHSID,5.412499081789682e-05,5.830806602964518e-05,5.698591718686437e-05,5.5851627847221246e-05,6.204847669229615e-05,6.700693058053318e-05,5.544428672954196e-05,5.762902876448433e-05,6.010939174133109e-05,6.169007802878214e-05,6.0502406149616026e-05,5.391625978606605e-05,6.237290701392838e-05,6.202179830129056e-05,6.740224315405062e-05,5.835831865409669e-05,5.487902571374077e-05
CHEMBL3545274,4.6945999321857387e-05,5.458306528700481e-05,3.764946166187489e-05,3.355965410146251e-05,3.3366312238134625e-05,3.281084885581644e-05,4.1033077859010334e-05,3.3237389504519005e-05,4.066550400710131e-05,3.506613819535224e-05,3.291069194687193e-05,3.295877536959405e-05,5.636431337640151e-05,4.06362449514986e-05,3.495845509462674e-05,4.185793898925575e-05,3.309357059440587e-05
FINERENONE,4.5017996465384164e-05,4.549753023082525e-05,4.917915066333232e-05,4.675869624751489e-05,5.243490622247859e-05,4.829605165677684e-05,4.626765419539781e-05,3.611215196229365e-05,3.688307868507006e-05,3.68614363274492e-05,3.6060962079458116e-05,4.52617931763621e-05,3.66875813762576e-05,4.561464652321095e-05,4.604829084443491e-05,4.0668090909919286e-05,5.04903704145478e-05
NAFAMOSTAT,5.449776481214962e-05,5.433034018863584e-05,5.640346370119223e-05,6.076066634378434e-05,5.488288111459469e-05,5.9536269159709814e-05,5.567202100128512e-05,5.366996850030797e-05,5.308519207158988e-05,5.7259183311980967e-05,6.0599809193084264e-05,5.3059541658475696e-05,6.0562547766901045e-05,6.394024174279566e-05,5.775542700859546e-05,5.433229754604081e-05,5.896526533049302e-05
"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",4.76164114644259e-05,4.837367586021825e-05,5.829194011265444e-05,5.522897192633845e-05,5.5375444459223336e-05,4.760522208345357e-05,5.6515725002743194e-05,5.8299563722758264e-05,4.919294033902299e-05,4.7930073641692e-05,4.4134633736520294e-05,4.84754714047713e-05,4.413412593087852e-05,4.730932496114143e-05,6.506215464356298e-05,5.054155692754759e-05,4.4256471511300894e-05
EP-51216,4.605773585376421e-05,4.148161594146805e-05,4.425386927839129e-05,4.8900587274913266e-05,3.765162173834043e-05,3.7615660093574817e-05,3.7564539812479854e-05,3.727792603451353e-05,3.813024788233171e-05,3.7664049477689236e-05,3.7908217606516794e-05,4.574786075671073e-05,3.8499234659405546e-05,5.697642584728276e-05,3.848534334054527e-05,4.178671420206342e-05,3.7917084096649264e-05
PANTOPRAZOLE,4.220535863721343e-05,3.9168160663967585e-05,3.972246407073651e-05,3.8351313809548956e-05,3.816029927589631e-05,4.433377237849651e-05,4.1839936345687106e-05,4.522581615518202e-05,4.2559662201081706e-05,4.010957024213964e-05,4.120237275832337e-05,3.930302708278503e-05,3.801729535322774e-05,4.277219278390984e-05,3.846466019897168e-05,4.367503416269451e-05,4.1329261976025126e-05
DESIPRAMINE HYDROCHLORIDE,2.978913525432732e-05,3.0138558028216814e-05,2.9558729809060506e-05,3.466662201398054e-05,3.0387279941379474e-05,2.945677565425464e-05,2.9766897156401526e-05,2.925288641070647e-05,2.980208256974305e-05,3.289434544160542e-05,2.954958778926797e-05,2.983746064919165e-05,2.940794917418678e-05,3.000103867440016e-05,3.439408864696668e-05,3.4220789385327206e-05,2.9954693397633075e-05
ZIPRASIDONE HYDROCHLORIDE,4.68660970783673e-05,4.511065119801582e-05,4.312008442074468e-05,5.327069077657009e-05,5.286435213096083e-05,4.704622474834027e-05,4.473393035759651e-05,4.491268302047424e-05,5.394507102737318e-05,5.0749866669773875e-05,4.6815683665671036e-05,4.6072271205919046e-05,4.870620252652476e-05,4.933257127717748e-05,5.040416464100385e-05,4.8087452031856786e-05,4.463912469718401e-05
IONOMYCIN,0.0011571656412770331,4.124525126387437e-05,0.0019427297182774421,4.4422096067921965e-05,0.0038647765901446735,4.2582416231060625e-05,0.0015404208365346894,4.2737241453416364e-05,4.067213176258236e-05,0.0016334903332059093,4.235139216743407e-05,0.0023003197704013546,4.3940783619429954e-05,4.381975938471453e-05,4.473651022302325e-05,0.0009445791907818522,4.0455142468950785e-05
TAPRENEPAG,3.3145817211070226e-05,3.0118260954032124e-05,2.971673588727231e-05,3.021408657092371e-05,4.0793002503199126e-05,3.3963549073693644e-05,3.9191804412643265e-05,4.196702112566893e-05,3.715602127777122e-05,3.977879611271185e-05,3.7621659487316e-05,3.630208105763162e-05,3.070953146714696e-05,3.644506395591242e-05,3.627412351933982e-05,3.419641484795209e-05,2.9594735837535792e-05
NALMEFENE,4.89627182083899e-05,4.8191280745810835e-05,4.867299471345722e-05,5.0525404559688316e-05,4.9416884610102844e-05,4.4878524383840196e-05,4.416883164862625e-05,5.313729477328163e-05,5.150639290270023e-05,4.7562524519381314e-05,4.414573117968386e-05,4.7720959286041035e-05,5.301365118698339e-05,4.6206323210898446e-05,4.8832966662915264e-05,5.103327602804469e-05,5.080259598514594e-05
RIMONABANT,3.584909130946017e-05,3.4300244556136735e-05,3.5831179840572816e-05,3.467553202586879e-05,3.566419237413257e-05,4.008568205459724e-05,4.057164047626262e-05,3.581622745558357e-05,3.8282157613488874e-05,3.473796201971517e-05,3.457235773071367e-05,3.7383338988553907e-05,3.5551612827417026e-05,3.515695876404414e-05,4.101637457166423e-05,3.5562686510124596e-05,3.4905970155324096e-05
BRL15572,4.359038171652855e-05,4.583307618266941e-05,4.6529652630585704e-05,4.926349921955141e-05,4.908515263436334e-05,4.241094884731119e-05,4.473341255139677e-05,4.5272352260247586e-05,4.796510664746059e-05,4.610252169532335e-05,4.529689519905452e-05,4.270142533011719e-05,4.54970650052382e-05,4.3100309838123336e-05,4.8792233065759546e-05,4.549827535147966e-05,4.520934344504721e-05
"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",6.0578358139387106e-05,6.797782605257728e-05,5.1585000548465477e-05,4.1846098360252843e-05,5.0589187562221315e-05,4.780571395778958e-05,4.8636989037843174e-05,5.0788022496040006e-05,4.83205110191194e-05,5.601350079267129e-05,4.824628836897442e-05,4.615631569517995e-05,6.0806794919088e-05,4.121934994952668e-05,4.482084348074278e-05,4.896762957842676e-05,4.4945479477381766e-05
LAROPIPRANT,5.303557502802499e-05,5.256642492814733e-05,4.280298861283884e-05,4.1811913715600547e-05,4.1647809454273727e-05,5.5045024897849664e-05,4.3249048515420365e-05,4.326271116989051e-05,5.040607329175439e-05,4.914612707797891e-05,5.5004737269996577e-05,5.474143239111954e-05,4.249088001002334e-05,5.082708131352531e-05,4.1861564919055116e-05,5.328577775859867e-05,4.329831140416525e-05
CAROTENE,5.140647444634093e-05,3.72942333414685e-05,5.089400317795692e-05,3.5909917357610297e-05,5.518901658736599e-05,4.7525362140818794e-05,4.0580906017677225e-05,4.111583037180577e-05,3.510248226027129e-05,3.4438368004975165e-05,3.714992690707999e-05,4.854686064013272e-05,4.437459933136701e-05,3.986605445054415e-05,3.5373421820513504e-05,3.811864863480321e-05,5.361273964989929e-05
N-ALPHA-(2-NAPHTHYLSULFONYL)-N-(3-AMIDINO-L-PHENYLALANINYL)-D-PIPECOLINIC ACID,5.4692566415424625e-05,5.5542075433088295e-05,7.080208392928205e-05,8.689637179265805e-05,7.151326915136861e-05,8.959082362625906e-05,6.671732862380844e-05,6.201000173319766e-05,5.606284272488274e-05,6.267134793049321e-05,7.468151387412721e-05,5.081174420021223e-05,8.278606801767177e-05,6.710162200895925e-05,7.389993631265212e-05,5.92310764647015e-05,6.204826410048687e-05
L-888607,4.78256656760911e-05,4.992038839918399e-05,4.461744785543445e-05,5.154449734359751e-05,4.527308975617356e-05,4.8055120598868673e-05,4.463269832288908e-05,4.421815468488548e-05,4.5248727478152735e-05,4.651690009522719e-05,4.789301278785691e-05,4.470295169397459e-05,5.736449891605989e-05,4.826769700004252e-05,4.862533828322399e-05,5.05388816457202e-05,4.9922244989877974e-05
MG-132,5.9531922600954235e-05,5.51161260345594e-05,6.042505965341919e-05,0.007563211057467398,4.326675291960509e-05,4.2262864038397616e-05,4.4484927269750604e-05,6.415735987738611e-05,4.539791889284687e-05,4.6646177668871525e-05,4.441737381444488e-05,5.264653549006322e-05,4.421088717876755e-05,3.9160563514699785e-05,4.522341392739835e-05,5.178101323876003e-05,6.98281474382775e-05
